,pred,truth,fold,leaf_size,STUDENTID,label,sec_spent_BlockRev,sec_spent_EOSTimeLft,sec_spent_VH098519,sec_spent_VH098522,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098834,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_BlockRev,times_entered_EOSTimeLft,times_entered_VH098519,times_entered_VH098522,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098834,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,times_entered_VH356862,num_actions_BlockRev,num_actions_EOSTimeLft,num_actions_VH098519,num_actions_VH098522,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098834,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139047,num_actions_VH139196,num_actions_VH356862,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Lose Focus,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_EOSTimeLft,percentile5_VH098519,percentile5_VH098522,percentile5_VH098556,percentile5_VH098597,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098779,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098834,percentile5_VH098839,percentile5_VH134366,percentile5_VH134373,percentile5_VH134387,percentile5_VH139047,percentile5_VH139196,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff2,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_rank_VH098808,"answer_rank_VH139196_C,1",answer_rank_VH098810,answer_rank_VH134366_5,answer_rank_VH134366_2,answer_rank_VH134366_3,answer_rank_VH098779,"answer_rank_VH139196_B,1",answer_rank_VH139047_3,answer_rank_VH098839,answer_rank_VH134366_4,answer_rank_VH098812,answer_rank_VH098759,answer_rank_VH139047_4,answer_rank_VH134373_1,answer_rank_VH134387_1,answer_rank_VH098834,answer_rank_VH098783,answer_rank_VH098556,answer_rank_VH098519,answer_rank_VH134366_1,answer_rank_VH098597,answer_rank_VH139047_1,answer_rank_VH098522,"answer_rank_VH139196_A,1",answer_rank_VH098740,answer_rank_VH139047_2,answer_rank_VH098753,answer_count_top1,answer_count_top2,answer_count_top3,answer_count_top4,answer_count_top5,answer_count_unanswered,count_Draw,count_Erase,count_Scratchwork Draw Mode On,count_Scratchwork Erase Mode On,count_Scratchwork Mode Off,count_Scratchwork Mode On,count_Equation Editor Button,count_Clear Scratchwork,count_Highlight,count_TextToSpeech,sec_spent_SecTimeOut,times_entered_SecTimeOut,num_actions_SecTimeOut,percentile5_SecTimeOut,sec_spent_HELPMAT8,times_entered_HELPMAT8,num_actions_HELPMAT8,percentile5_HELPMAT8
227,0.75,False,0,4,2333035058,0.0,5.75,2.05,58.763,44.763,42.777,43.657,28.7,90.36,235.696,51.99,30.2,79.417,23.36,114.693,41.72,51.866,81.964,71.914,21.31,365.28,222.663,8.77,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,3.0,3.0,3.0,3.0,8.0,7.0,9.0,3.0,6.0,9.0,7.0,13.0,3.0,7.0,35.0,12.0,6.0,10.0,67.0,2,9.0,20.0,18.0,4.0,11.0,23,18.0,67.0,16.0,2.0,9.0,18.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,86.1144774227144,7.737220720720712,-0.04318349290995027,12.508996687270221,0.0007461256537028096,-0.20807726237827118,18.55510156777533,5.085999614045488e-06,-0.000939883218353268,-0.05937026266300252,15.847371319253273,76.52968181818181,5.193797289666856,21.994810276679832,0.08086518915866753,3.4956283173348393,27.655373517786582,0.0594813050412594,-1.7927959196410037,18.87154567050041,3.9223328063241163,1,1000,3,1,1,1,1,1,1,2,1,3,1,1,15,3,2,1,1,4,1,1,1,1,1000,1,1,2,18,21,24,25,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
228,0.45454545454545453,True,1,6,2333035309,1.0,4.197,3.86,98.636,28.51,3.73,37.567,59.176,37.55,58.694,20.86,117.817,80.674,40.927,88.13,103.603,59.733,198.994,50.31,34.613,228.986,315.83,15.21,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,22.0,3.0,4.0,8.0,8.0,11.0,10.0,3.0,15.0,9.0,3.0,27.0,20.0,7.0,69.0,9.0,18.0,44.0,207.0,2,9.0,14.0,0.0,32.0,0.0,23,56.0,23.0,11.0,20.0,9.0,61.0,84.0,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,77.22786130292326,3.3484265873015975,-0.006300044663654102,4.932887820210595,5.4208213026646236e-05,-0.03356677581605716,7.214204326628318,1.8263000194091648e-07,-8.358612343777504e-05,-0.005870077660708108,6.059019286312489,76.70718181818182,6.43756747600226,9.112723320158105,0.18533060417843022,2.545624788255225,22.085865612648217,-0.012246245059288348,0.5710873235460128,-0.6200295595708039,26.97211739130422,3,2,2,1,1000,1,3,19,1,4,2,3,4,1,12,14,3,2,1,2,1,3,1,3,22,1,1,1,10,15,21,23,23,1,39.0,5.0,3.0,3.0,4.0,4.0,29.0,5.0,12.0,8.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
231,1.0,True,1,4,2333035635,1.0,0.0,0.0,172.944,0.0,0.0,0.0,145.55,294.004,231.59,0.0,148.82,246.597,22.736,49.16,0.0,0.0,134.413,0.0,56.456,298.656,0.0,14.824,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1,0.0,0.0,10.0,0.0,0.0,0.0,16.0,33.0,63.0,0.0,13.0,45.0,5.0,6.0,0.0,0.0,56.0,0.0,14.0,87.0,0.0,2,8.0,9.0,8.0,4.0,3.0,24,7.0,35.0,19.0,12.0,8.0,7.0,14.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,0,True,0,True,True,0,True,13,101.54906659810688,5.158960227272729,-0.0013354904459720249,5.393338800540819,0.0001922220825993574,-0.06880544143834647,9.329085941762658,-1.6663624946925118e-06,0.0010695619360549659,-0.19180882216532175,12.901321378416087,279.5393846153847,8.335824175824191,229.52443956043936,-12.600195804195797,159.53817382617376,-47.679868131867615,-0.948891317016321,4.479847902097976,80.78019451381917,14.946958791208626,1,1000,1,1,1,1,1000,1000,1,1000,1,1000,3,1,1000,27,1000,1,1000,1,1,1000,1,1000,1000,1,1,1,15,15,16,16,16,11,126.0,18.0,5.0,7.0,9.0,9.0,0.0,9.0,0.0,6.0,0.204,1.0,2.0,True,0.0,0.0,0.0,0
235,1.0,True,3,5,2333036071,1.0,5.684,5.713,41.21,94.92,33.213,25.494,211.876,257.48,78.947,10.2,69.023,57.396,13.934,52.76,63.32,70.29,242.14,167.996,62.137,57.087,37.414,8.576,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,13.0,14.0,3.0,4.0,123.0,15.0,22.0,3.0,11.0,9.0,3.0,4.0,7.0,15.0,90.0,41.0,36.0,14.0,17.0,2,20.0,19.0,0.0,6.0,14.0,25,13.0,52.0,42.0,20.0,20.0,13.0,12.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,23,73.25476601675916,3.6596506550218284,0.0060512416102289825,2.2769419470845103,3.4207438771924684e-05,-0.00958155790854058,3.4650347105109995,-4.190521700542933e-07,0.0003214677013441424,-0.0620353656646615,5.45172668646046,73.25178260869568,1.5408695652173903,56.30221739130435,-0.6423358554488996,15.672258385093183,6.842356521739122,0.009065572109050407,-0.9414997350475625,18.246880864063478,2.6540622073578928,2,2,1,1,1,1,1,1,1,1,1,4,1,1,26,2,1,1,1,1,1,1,1,1,2,1,1,2,21,26,26,27,27,0,138.0,0.0,0.0,0.0,18.0,32.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,9.31,1.0,6.0,True
236,0.75,True,3,2,2333036224,1.0,6.89,8.114,99.497,17.076,23.506,42.767,42.193,87.894,128.8,13.874,98.783,26.693,33.05,54.283,43.25,66.37,280.713,78.897,64.08,76.657,76.96,3.467,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,4.0,5.0,4.0,3.0,4.0,5.0,38.0,58.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,154.0,17.0,41.0,13.0,17.0,2,5.0,16.0,0.0,8.0,0.0,25,14.0,58.0,5.0,20.0,5.0,14.0,5.0,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,20,58.35289611641871,3.46922727272728,0.00282541925971445,2.91120696893367,0.00016395973034399994,-0.06193867422616553,7.164049107839794,-6.223216998598288e-07,0.0005326853375109487,-0.12012369950145003,9.067189456671283,62.744,2.3582970073404854,37.98188142292487,-0.3252991247882555,9.189578627893853,15.210942687747073,-0.055971333472019796,1.4377978795803683,-5.279011074623272,37.54350474308285,3,2,2,1,1,1,4,8,1,2,1,5,3,1,11,2,1,3,2,2,1,1,1,2,2,2,1,1,12,21,24,25,26,0,176.0,10.0,7.0,4.0,10.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
237,0.6923076923076923,True,1,6,2333036321,1.0,6.74,5.503,52.637,29.26,25.82,57.963,26.216,110.926,221.724,26.343,104.016,98.637,20.623,62.437,56.064,55.847,160.974,121.63,19.674,165.036,55.49,14.667,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,5.0,6.0,3.0,4.0,3.0,9.0,14.0,3.0,5.0,9.0,7.0,4.0,3.0,5.0,40.0,13.0,9.0,11.0,23.0,2,8.0,21.0,0.0,4.0,0.0,23,17.0,33.0,18.0,20.0,8.0,17.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,56.93064562009704,8.142538043478261,-0.02036874939800809,10.006278613396002,0.0002690617838601424,-0.06960705584441423,11.499840575603654,5.80199727683905e-07,0.00010979695861091054,-0.05798060756127473,11.324957179824986,68.16640909090908,2.3746578204404307,43.23250197628456,-0.5317886787125922,13.542220073404863,6.007294466403158,-0.00024177934955960914,-0.5241726292014645,13.479720111543712,6.1037644268774365,3,1000,1,1,1000,1,2,1,1,2,2,2,4,1,1000,3,2,1,2,4,1,2,1,4,2,4,1,1,11,19,21,25,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
238,0.45454545454545453,True,3,8,2333036488,1.0,23.927,1.85,92.534,207.79,25.094,23.2,85.028,50.423,152.896,40.083,41.24,107.499,132.65,49.19,23.04,20.206,225.597,15.22,34.816,201.83,55.954,14.803,3.0,1.0,10.0,1.0,1.0,1.0,7.0,2.0,11.0,1.0,1.0,7.0,11.0,2.0,1.0,1.0,4.0,1.0,1.0,7.0,2.0,1,5.0,2.0,24.0,12.0,3.0,3.0,33.0,10.0,28.0,3.0,6.0,22.0,47.0,4.0,3.0,3.0,53.0,6.0,10.0,20.0,14.0,2,8.0,16.0,42.0,4.0,29.0,77,13.0,34.0,10.0,29.0,8.0,13.0,6.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,21,67.0361767163358,5.191277955271555,-0.0011521540058199863,5.371013980179486,0.0003526014528986092,-0.1111638073101861,11.073284676455799,7.512855978342264e-07,9.997931121917157e-07,-0.06735409024367897,9.943354142455517,254.57786363636367,-10.840824957651035,368.40652569169936,-0.9987929136081283,10.13382622811965,298.49102173913076,-0.15384388045211841,3.847289320633598,-29.634816868752882,359.8747300395257,3,1000,2,1,1,1,1,1000,1,3,1,4,2,3,12,5,2,1,3,4,1,5,1,1,1000,2,3,4,10,14,19,22,24,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
245,0.0,True,3,4,2333037174,1.0,0.0,0.0,140.636,143.553,20.204,246.106,54.873,104.397,130.557,89.776,147.969,40.42,26.397,105.427,72.624,84.337,141.577,16.983,21.993,182.897,28.877,13.61,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,0.0,0.0,5.0,14.0,3.0,170.0,16.0,10.0,5.0,52.0,26.0,5.0,9.0,7.0,6.0,13.0,59.0,2.0,14.0,43.0,6.0,2,11.0,10.0,23.0,38.0,11.0,27,12.0,30.0,26.0,1.0,11.0,12.0,17.0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,19,64.10097882516827,3.8729637526652496,-0.009216241681468755,6.029564306128933,8.4204258205833e-05,-0.048623834521798616,9.096788615534612,3.5065292018155086e-07,-0.00016195409176161593,-0.0025921529473015843,7.311139534314066,140.6550476190476,-0.911838961038966,149.77343722943723,-1.8758435317542883,36.60503167404682,30.97001355166559,-0.0322740197551407,-0.907622939100065,29.046456247392808,42.007728307924076,1000,1000,2,1,1,1,2,1000,1,2,1,1000,1000,1,1000,1000,5,1,3,1000,1,1,1,1000,1000,1,1,1000,12,15,16,16,17,11,194.0,1.0,12.0,1.0,7.0,7.0,0.0,1.0,10.0,4.0,3.207,1.0,2.0,True,0.0,0.0,0.0,0
248,0.875,False,3,1,2333037328,0.0,191.772,7.407,27.716,44.144,12.93,18.086,88.996,37.927,74.314,119.484,104.967,67.42,13.25,48.997,28.88,73.194,225.573,66.633,144.85,154.37,121.893,27.49,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,67.0,2.0,4.0,4.0,10.0,3.0,13.0,10.0,10.0,24.0,29.0,6.0,3.0,3.0,2.0,6.0,54.0,6.0,143.0,24.0,22.0,6,8.0,16.0,3.0,14.0,11.0,28,14.0,177.0,10.0,21.0,8.0,14.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,59.49442733069228,3.770050997782698,-0.0020657068853874414,4.234835046994879,8.248327646940351e-05,-0.03918318129661902,7.012459382102043,-8.556874289164752e-07,0.0006600722909880238,-0.14303385724455253,10.885232230383679,81.02731818181819,1.9420965556182928,60.635304347826114,0.3480682523997738,-5.3673367447769555,85.0000820158103,-0.12712749115872668,4.352584223899664,-38.22979320930782,135.72395098814204,1,1000,2,5,1,1,5,17,2,1,15,4,4,4,7,24,4,2,2,2,1,3,3,4,7,3,1,2,6,12,15,20,22,1,34.0,7.0,3.0,1.0,5.0,5.0,0.0,3.0,43.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
249,0.3076923076923077,True,3,1,2333037352,1.0,4.33,8.867,46.286,56.406,18.726,50.25,52.483,83.18,172.267,16.81,97.55,70.45,26.984,149.137,45.654,55.504,102.127,47.39,56.176,124.257,63.013,9.826,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,6.0,3.0,3.0,4.0,6.0,5.0,9.0,3.0,5.0,6.0,3.0,8.0,3.0,5.0,43.0,6.0,7.0,9.0,21.0,2,9.0,14.0,0.0,4.0,0.0,23,10.0,37.0,9.0,20.0,9.0,10.0,6.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,43.74324246166392,8.3806975308642,-0.013411885497508312,9.46035431341362,0.0005849158896022196,-0.1075833437234658,11.971593199439157,-7.532954576613558e-06,0.0024041244198543914,-0.22437803795657033,13.514282033093,61.93527272727272,1.6213992094861682,44.910581027667945,-0.4939216544325243,11.993753952569177,10.336065217391313,0.0013965813743846203,-0.53791396772564,12.354770237847609,9.778829249011821,1,2,2,1,1,1,4,1,1,2,1,4,3,1,1,1000,1,1,4,1,8,2,1,1,1000,1,1,1,17,21,22,25,25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
251,0.3,True,0,5,2333037514,1.0,0.0,0.0,229.316,0.0,0.0,0.0,80.86,126.643,153.05,0.0,127.457,254.897,67.65,100.346,0.0,0.0,172.737,119.317,102.747,158.373,96.257,19.04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1,0.0,0.0,3.0,0.0,0.0,0.0,3.0,6.0,3.0,0.0,7.0,7.0,4.0,3.0,0.0,0.0,37.0,5.0,10.0,11.0,17.0,2,5.0,9.0,0.0,4.0,0.0,18,9.0,37.0,6.0,14.0,5.0,9.0,2.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,0,True,True,True,True,True,True,15,65.30997577386032,15.133608333333338,-0.1750836620598653,25.55108622589532,0.005144195876863185,-0.7872429714065841,37.590219309714115,-8.945574181943984e-05,0.02111204579163318,-1.5441369485150453,44.93862384049131,122.07760000000003,-2.0013250000000014,136.08687499999996,-1.7762571913380714,22.866275678733018,82.2070735294117,0.030666520026815428,-2.4202541119011918,26.3499923537792,78.85828954248355,4,20,2,1,1,1,1000,14,1,1000,1,4,3,1,1000,5,1000,1,1000,1,1,1000,1,1000,8,1,1,1,13,14,15,17,18,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.343,1.0,2.0,True,0.0,0.0,0.0,0
252,0.5,True,2,5,2333037611,1.0,0.0,0.0,196.507,0.0,35.044,63.86,63.53,87.473,65.983,51.266,370.21,83.356,21.293,66.6,0.0,86.523,219.344,64.7,153.317,63.887,99.443,17.62,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,10.0,0.0,3.0,3.0,4.0,5.0,10.0,5.0,10.0,11.0,3.0,5.0,0.0,4.0,130.0,3.0,8.0,9.0,19.0,2,5.0,18.0,1.0,4.0,0.0,20,41.0,24.0,8.0,16.0,5.0,41.0,9.0,0,0,True,0,True,True,True,True,True,True,True,True,True,True,0,True,True,True,True,True,True,True,19,84.49719491756095,7.379036585365859,0.02867417955233835,3.8664495902044034,0.0009246844312118829,-0.19787350609457294,13.079388806512128,-1.0921821623108353e-05,0.004938453877704206,-0.5904223423258469,21.01220274055952,95.64242105263162,0.5973614035087723,90.26616842105263,-0.795097302078726,14.909112840925845,49.716206015037514,-0.0680145651562056,1.0412959571388232,2.040757113371766,66.36617156527663,1,2,1,1,1,1000,2,3,1,3,1000,5,5,1,1000,28,1000,1,4,1,2,1,1,1000,3,3,1,1,12,15,19,20,22,5,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,19.0,5.287,1.0,2.0,True,0.0,0.0,0.0,0
255,1.0,False,2,17,2333037859,0.0,5.471,3.426,33.663,7.76,4.14,4.497,40.84,102.19,172.37,14.42,77.887,73.734,28.193,132.746,4.413,21.8,173.747,90.917,14.553,93.913,63.33,4.537,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1,3.0,2.0,3.0,3.0,3.0,3.0,5.0,7.0,9.0,3.0,6.0,9.0,6.0,7.0,3.0,4.0,51.0,9.0,7.0,10.0,16.0,2,7.0,18.0,1.0,4.0,3.0,25,11.0,48.0,11.0,21.0,7.0,11.0,2.0,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,18,53.58298942501318,6.833608187134505,-0.025851179590563253,9.030958452332378,-0.000138028510985511,-0.00238633272302631,8.37003193223009,-1.2439074877118983e-05,0.003033935582679828,-0.21744798608851187,11.371978750474971,53.54577272727273,2.398773009599098,28.35865612648219,-0.5340762987012987,13.614375282326371,-9.026684782608699,-0.021150554746550154,0.13216617581503082,8.146956880343161,-0.5876134387352203,1,1000,1,12,8,8,1,1000,1,3,15,2,5,1,4,3,4,2,4,1,5,4,1,2,14,1,1,4,9,12,14,19,21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
256,1.0,False,1,4,2333037867,0.0,0.0,0.0,69.517,0.0,0.0,0.0,45.02,83.566,260.917,0.0,87.42,123.963,41.626,43.85,0.0,0.0,265.14,0.0,234.877,485.677,55.573,11.784,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1,0.0,0.0,3.0,0.0,0.0,0.0,3.0,5.0,9.0,0.0,6.0,5.0,5.0,3.0,0.0,0.0,31.0,0.0,19.0,12.0,12.0,2,11.0,10.0,0.0,4.0,0.0,15,11.0,22.0,7.0,12.0,11.0,11.0,2.0,0,0,True,0,0,0,True,True,True,0,True,True,True,True,0,0,True,0,True,True,True,True,14,130.5228313519227,15.491880341880348,-0.2230207705795081,28.427085035491803,0.0005044535022158435,-0.2815373768365458,29.548653322085006,9.299348979570566e-05,-0.01567641372223691,0.4660372876311285,22.477614344999218,129.55085714285713,10.60607912087912,60.61134285714288,-2.2959965659340678,40.454034478021995,0.9154321428569603,-0.6579536713286658,10.534100024974904,-23.828039210788486,57.36785714285603,2,1000,2,1,1000,1,1000,1000,1,1000,2,1,2,1,1000,16,1000,1,1000,1,1,1000,1,1000,1000,3,1,1,11,15,16,16,16,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,1.0,2.0,True,0.0,0.0,0.0,0
258,0.5333333333333333,False,0,8,2333038022,0.0,5.477,6.68,66.023,54.62,16.007,52.2,109.704,32.26,44.46,15.147,54.563,65.42,19.48,4.754,4.313,35.49,68.276,74.316,40.217,189.033,106.8,7.727,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,9.0,4.0,4.0,3.0,21.0,3.0,3.0,3.0,3.0,12.0,6.0,4.0,3.0,3.0,40.0,11.0,13.0,16.0,57.0,2,4.0,21.0,16.0,8.0,6.0,23,24.0,37.0,3.0,4.0,4.0,25.0,15.0,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,20,43.32140191840079,4.7687422222222215,-0.010910377159713453,5.990704464110127,0.00039222082614667536,-0.09876784221656873,9.256073582056587,4.165501280649371e-06,-0.0010073876041515135,0.026357984552345597,6.9464397503785165,47.92281818181817,2.048736307171091,26.411086956521725,0.1589743083003954,-1.2897241671372128,37.53928853754942,0.034925580750294845,-0.9411814853338923,7.738538456814011,23.603981818181822,1,2,1,1,1,1,1,3,1,4,1,2,2,1,10,6,4,1,2,1,1,4,1,1,1000,1,1,1,17,21,22,25,25,1,11.0,1.0,0.0,1.0,3.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
261,1.0,True,1,4,2333038707,1.0,10.274,10.003,190.973,22.143,35.263,74.32,59.116,95.194,47.067,22.23,202.124,47.043,44.174,76.173,72.247,117.677,231.26,108.88,44.786,178.447,76.153,11.12,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,4.0,4.0,3.0,5.0,6.0,5.0,3.0,3.0,3.0,5.0,3.0,7.0,3.0,109.0,10.0,6.0,6.0,17.0,2,0.0,21.0,1.0,4.0,0.0,25,15.0,97.0,0.0,21.0,0.0,15.0,6.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,64.21438019609788,8.38050471698113,-0.004751575265776918,8.881795907520598,0.001385196751565594,-0.2970280898461174,19.11147391783251,-2.886972372630069e-05,0.010522464310939754,-1.0663917922901656,32.47929635719689,85.47781818181818,2.135987577639755,63.04994861660073,-0.3828358977978544,10.175541431394699,36.25143577075099,-0.04627922127453011,1.0749595723498435,-1.7876372680713304,54.71684505928847,1,2,2,5,1,1,1,1,1,4,1,1,2,1,23,2,2,1,3,1,1,1,1,4,2,3,1,2,15,22,24,26,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
